trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,Is_Alphabet_Trial,Back_Image_Source,Back_Image_Path,Back_Image_Name_Used,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S15_0_1,S15,0,1,4,match,4,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\4_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_0_24_4_match_4_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Match,2026-01-12T17:20:37.799,1768206037.7995,0.0,0,0,2026-01-12T17:20:39.273,1.4739491939544678,4,4,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Bright\S15\0\M_0_24_4_match_4_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,M_0_24_4_match_4_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,0,4.936,4.356,4.646,19786.412,0.05053973403566043,4.945,4.354833333333333,4.649916666666666,,0.0,2.2278026221593565,106.0
S15_0_2,S15,0,2,P,filler,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_0_46_P_filler_9_day_sun_empty_ORIG.jpg,Ignore,2026-01-12T17:20:40.395,1768206040.39533,2.595829963684082,156,311,,,P,9,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_day_nocar.png,0_day_nocar.png,311,3.804,3.49,3.6470000000000002,19872.665,0.050320377261932406,3.8321999999999994,3.54,3.6860999999999997,,0.0,,
S15_0_3,S15,0,3,5,unmatch,0,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\0_day_rain_empty.jpg,,,,,,,M_0_39_5_unmatch_0_day_rain_empty_ORIG.jpg,Mismatch,2026-01-12T17:20:42.998,1768206042.9985476,5.199047565460205,312,624,2026-01-12T17:20:44.315,1.316908597946167,5,0,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Bright\S15\0\M_0_39_5_unmatch_0_day_rain_empty_ORIG.jpg,M_0_39_5_unmatch_0_day_rain_empty_ORIG.jpg,624,4.119,3.742,3.9305,19872.286,0.050321336961434635,4.0982,3.7079999999999997,3.9031000000000002,,0.0,2.354551251066767,732.0
S15_0_4,S15,0,4,A,filler,2,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\2_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_0_27_A_filler_2_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Ignore,2026-01-12T17:20:45.600,1768206045.6005352,7.801035165786743,468,936,,,A,2,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_day_nocar.png,0_day_nocar.png,936,4.111,3.723,3.917,19867.518,0.05033341356479456,4.143800000000001,3.7325000000000004,3.9381500000000003,,0.0,,
S15_0_5,S15,0,5,C,filler,7,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\7_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_0_8_C_filler_7_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-12T17:20:48.198,1768206048.1986897,10.399189472198486,624,1248,,,C,7,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_day_nocar.png,0_day_nocar.png,1248,4.534,4.177,4.355499999999999,19877.744,0.0503075198070767,4.5656,4.1246,4.3451,,0.0,,
S15_0_6,S15,0,6,3,unmatch,1,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\1_day_sun_busy.jpg,brightness,45.47,,,,,M_0_26_3_unmatch_1_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-12T17:20:50.799,1768206050.799873,13.000373125076294,780,1560,2026-01-12T17:20:52.239,1.4400739669799805,3,1,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Bright\S15\0\M_0_26_3_unmatch_1_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,M_0_26_3_unmatch_1_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,1560,4.686,4.115,4.4005,19874.5,0.05031573121336386,4.719600000000001,4.139799999999999,4.4297,,0.0,2.235139346031237,1628.0
S15_0_7,S15,0,7,R,filler,8,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\8_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_0_6_R_filler_8_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-12T17:20:53.412,1768206053.4128954,15.61339545249939,937,1874,,,R,8,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_day_nocar.png,0_day_nocar.png,1874,3.974,3.445,3.7095000000000002,19869.299,0.0503289018902982,3.96,3.4509,3.70545,,0.0,,
S15_0_8,S15,0,8,6,unmatch,4,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\4_day_sun_empty.jpg,brightness,40.55,,,,,M_0_32_6_unmatch_4_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Mismatch,2026-01-12T17:20:56.015,1768206056.015864,18.21636414527893,1093,2186,2026-01-12T17:20:57.410,1.394155502319336,6,4,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Bright\S15\0\M_0_32_6_unmatch_4_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,M_0_32_6_unmatch_4_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,2186,4.267,3.69,3.9785000000000004,19875.882,0.050312232684818714,4.285,3.6915999999999998,3.9882999999999997,,0.0,2.238857236322273,2260.0
S15_0_9,S15,0,9,J,filler,4,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\4_day_rain_busy.jpg,brightness,36.09,,,,,M_0_31_J_filler_4_day_rain_busy_BRIGHTONLY_brightness36.090.jpg,Ignore,2026-01-12T17:20:58.620,1768206058.6206238,20.821123838424683,1249,2499,,,J,4,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_day_nocar.png,0_day_nocar.png,2499,3.86,3.452,3.6559999999999997,19847.645,0.05038381127836577,3.8464,3.4584,3.6524,,0.0,,
S15_0_10,S15,0,10,8,unmatch,7,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\7_day_sun_busy.jpg,,,,,,,M_0_36_8_unmatch_7_day_sun_busy_ORIG.jpg,Mismatch,2026-01-12T17:21:01.218,1768206061.2186494,23.41914939880371,1405,2810,2026-01-12T17:21:02.412,1.193514347076416,8,7,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Bright\S15\0\M_0_36_8_unmatch_7_day_sun_busy_ORIG.jpg,M_0_36_8_unmatch_7_day_sun_busy_ORIG.jpg,2810,4.478,3.978,4.228,19867.521,0.05033340596443814,4.476800000000001,3.9774000000000003,4.2271,,0.0,2.23523207477069,2870.0
S15_0_11,S15,0,11,B,filler,7,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\7_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_0_4_B_filler_7_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-12T17:21:03.825,1768206063.8251612,26.02566123008728,1562,3123,,,B,7,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_day_nocar.png,0_day_nocar.png,3123,4.349,3.77,4.0595,19838.502,0.05040703174060219,4.3224,3.7707,4.04655,,0.0,,
S15_0_12,S15,0,12,6,match,6,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\6_day_rain_busy.jpg,brightness,36.09,,,,,M_0_7_6_match_6_day_rain_busy_BRIGHTONLY_brightness36.090.jpg,Match,2026-01-12T17:21:06.429,1768206066.4297698,28.63026976585388,1718,3436,2026-01-12T17:21:07.555,1.12616229057312,6,6,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Bright\S15\0\M_0_7_6_match_6_day_rain_busy_BRIGHTONLY_brightness36.090.jpg,M_0_7_6_match_6_day_rain_busy_BRIGHTONLY_brightness36.090.jpg,3436,4.473,4.056,4.2645,19853.763,0.050368285347216046,4.5134,4.056,4.2847,,0.0,2.6648963287452263,3530.0
S15_0_13,S15,0,13,U,filler,5,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\5_day_sun_empty.jpg,brightness,40.55,,,,,M_0_25_U_filler_5_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-12T17:21:09.032,1768206069.0325289,31.233028888702396,1874,3748,,,U,5,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_day_nocar.png,0_day_nocar.png,3748,4.037,3.537,3.787,19854.819,0.0503656064555411,4.0417000000000005,3.6143,3.8280000000000003,,0.0,,
S15_0_14,S15,0,14,F,filler,9,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\9_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_0_28_F_filler_9_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-12T17:21:11.630,1768206071.63056,33.83105993270874,2030,4060,,,F,9,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_day_nocar.png,0_day_nocar.png,4060,4.649,4.207,4.428,19859.515,0.050353696955842075,4.6606000000000005,4.1617999999999995,4.4112,,0.0,,
