trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S03_9_1,S03,9,1,J,filler,0,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,brightness,46.88,,,,,M_9_7_J_filler_0_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-06T17:00:03.913,0.0,0,0,,,J,0,None,1,Correct Rejection,正解(スルー成功)
S03_9_2,S03,9,2,1,match,1,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\1_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_9_40_1_match_1_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Match,2026-01-06T17:00:06.415,2.5018367767333984,150,300,,,1,1,None,0,Omission,無反応(不正解)
S03_9_3,S03,9,3,L,filler,6,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\6_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_9_21_L_filler_6_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-06T17:00:08.914,5.000411033630371,300,600,2026-01-06 17:00:10.194778,1.2803738117218018,L,6,t,0,False Alarm,お手つき(スルー失敗)
S03_9_4,S03,9,4,7,match,7,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,brightness,45.47,,,,,M_9_8_7_match_7_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Match,2026-01-06T17:00:11.428,7.51498556137085,451,902,,,7,7,None,0,Omission,無反応(不正解)
S03_9_5,S03,9,5,T,filler,1,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\1_night_rain_empty.jpg,brightness,35.62,,,,,M_9_42_T_filler_1_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-06T17:00:13.912,9.998892068862915,600,1200,2026-01-06 17:00:15.197558,1.2846722602844238,T,1,t,0,False Alarm,お手つき(スルー失敗)
S03_9_6,S03,9,6,R,filler,3,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_9_18_R_filler_3_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-06T17:00:16.439,12.525757789611816,752,1503,,,R,3,None,1,Correct Rejection,正解(スルー成功)
S03_9_7,S03,9,7,Q,filler,7,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\7_night_sun_busy.jpg,,,,,,,M_9_31_Q_filler_7_night_sun_busy_ORIG.jpg,Ignore,2026-01-06T17:00:18.915,15.001399040222168,900,1800,,,Q,7,None,1,Correct Rejection,正解(スルー成功)
S03_9_8,S03,9,8,8,unmatch,6,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\6_night_rain_empty.jpg,brightness,35.62,,,,,M_9_29_8_unmatch_6_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-06T17:00:21.429,17.51565432548523,1051,2102,,,8,6,None,0,Omission,無反応(不正解)
S03_9_9,S03,9,9,Q,filler,9,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\9_night_rain_busy.jpg,brightness,45.47,,,,,M_9_39_Q_filler_9_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-06T17:00:23.925,20.011685609817505,1201,2401,2026-01-06 17:00:25.330869,1.4051895141601562,Q,9,b,0,False Alarm,お手つき(スルー失敗)
S03_9_10,S03,9,10,6,match,6,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\6_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_9_35_6_match_6_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Match,2026-01-06T17:00:26.429,22.51505470275879,1351,2702,,,6,6,None,0,Omission,無反応(不正解)
