frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
300,252,2.1496273467655267,0,pictures\transformed\roomBright_figureDark\Q.JPG,gamma,0.6856643552745086,contrast,1.007628043622168,sharpness,0.391777112999348,2,1_Q_gamma0.69_contrast1.0_sharpness0.39.jpg,1,Q,1.0,0.69,0.39,0.0,0.0
2700,2910,1.6377891473205262,8,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.587488367500597,sharpness,0.1810211354691512,equalization,15.33291732253765,0,9_8_gamma0.59_sharpness0.18_equalization15.0.jpg,9,8,0.0,0.59,0.18,0.0,15.0
4200,4368,1.6263753468459636,13,pictures\transformed\roomBright_figureDark\P.JPG,gamma,1.045855824905108,contrast,0.8497797775745329,None,None,1,14_P_gamma1.0_contrast0.85.jpg,14,P,0.85,1.0,0.0,0.0,0.0
6300,6477,1.7387307626205712,20,pictures\transformed\roomBright_figureDark\T.JPG,brightness,20.74664500907094,gamma,0.9234870619869208,None,None,1,21_T_brightness21.0_gamma0.92.jpg,21,T,0.0,0.92,0.0,21.0,0.0
7500,7724,1.854769572344764,24,pictures\transformed\roomBright_figureDark\3.JPG,brightness,25.31790708860574,sharpness,0.8582666563237314,gamma,0.7796448453954276,2,25_3_brightness25.0_sharpness0.86_gamma0.78.jpg,25,3,0.0,0.78,0.86,25.0,0.0
8700,8907,1.7122123444812227,28,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.5290318942134041,equalization,20.23118697760133,None,None,2,29_B_gamma0.53_equalization20.0.jpg,29,B,0.0,0.53,0.0,0.0,20.0
9300,9526,1.5995029077473173,30,pictures\transformed\roomBright_figureDark\B.JPG,brightness,1.856944652844736,contrast,1.050543446850732,None,None,1,31_B_brightness1.9_contrast1.1.jpg,31,B,1.1,0.0,0.0,1.9,0.0
9900,10113,1.750845713994098,32,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.8318143590821114,brightness,5.863487305913289,None,None,0,33_8_gamma0.83_brightness5.9.jpg,33,8,0.0,0.83,0.0,5.9,0.0
11700,11874,1.7471421566046073,38,pictures\transformed\roomBright_figureDark\9.JPG,contrast,1.029515659066297,gamma,0.6048867192209719,equalization,21.47655043669952,0,39_9_contrast1.0_gamma0.6_equalization21.0.jpg,39,9,1.0,0.6,0.0,0.0,21.0
12300,12483,1.6395104716679798,40,pictures\transformed\roomBright_figureDark\9.JPG,brightness,6.556313053023494,gamma,0.92192645606986,None,None,0,41_9_brightness6.6_gamma0.92.jpg,41,9,0.0,0.92,0.0,6.6,0.0
