,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,300.0,234.0,7.60166539792925,0,pictures\transformed\roomBright_figureDark\T.JPG,contrast,1.145752361234004,sharpness,0.5285224557689234,equalization,21.13156671752057,2,1_T_contrast1.1_sharpness0.53_equalization21.0.jpg,1,T,1.1,0.0,0.53,0.0,21.0
1,3300.0,3536.0,3.2177441082948164,10,pictures\transformed\roomBright_figureDark\T.JPG,gamma,1.077545167196536,contrast,1.260294280628491,sharpness,0.6218704481746185,1,11_T_gamma1.1_contrast1.3_sharpness0.62.jpg,11,T,1.3,1.1,0.62,0.0,0.0
2,4500.0,4120.0,5.784345026431471,14,pictures\transformed\roomBright_figureDark\I.JPG,contrast,1.080526456853304,sharpness,0.3757580995369318,equalization,19.99572671759795,1,15_I_contrast1.1_sharpness0.38_equalization20.0.jpg,15,I,1.1,0.0,0.38,0.0,20.0
3,4800.0,4695.0,2.8552469780687337,15,pictures\transformed\roomBright_figureDark\3.JPG,gamma,0.8982275030515493,contrast,0.6904567981868409,sharpness,1.329600831522895,0,16_3_gamma0.9_contrast0.69_sharpness1.3.jpg,16,3,0.69,0.9,1.3,0.0,0.0
4,6000.0,6171.0,7.0977892648513246,19,pictures\transformed\roomBright_figureDark\S.JPG,gamma,0.9337591776972464,contrast,1.140905352602344,sharpness,0.582431528603143,1,20_S_gamma0.93_contrast1.1_sharpness0.58.jpg,20,S,1.1,0.93,0.58,0.0,0.0
5,6300.0,6493.0,3.452970777044974,20,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.8580756568414296,contrast,0.6921134155585693,sharpness,0.82805345279414,2,21_B_gamma0.86_contrast0.69_sharpness0.83.jpg,21,B,0.69,0.86,0.83,0.0,0.0
6,6600.0,6783.0,3.7909810465372518,21,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.766443309559985,contrast,1.077984162360299,brightness,28.41274103265109,2,22_B_gamma0.77_contrast1.1_brightness28.0.jpg,22,B,1.1,0.77,0.0,28.0,0.0
7,7500.0,7671.0,3.07224651486097,24,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.7254949575264485,contrast,0.8724758646880049,sharpness,0.7421286822994373,0,25_8_gamma0.73_contrast0.87_sharpness0.74.jpg,25,8,0.87,0.73,0.74,0.0,0.0
8,7800.0,7985.0,2.365693824714242,25,pictures\transformed\roomBright_figureDark\E.JPG,gamma,0.7318759961772626,contrast,1.138124319319029,brightness,20.22889284993531,1,26_E_gamma0.73_contrast1.1_brightness20.0.jpg,26,E,1.1,0.73,0.0,20.0,0.0
9,9600.0,9791.0,27.720174706455495,31,pictures\transformed\roomBright_figureDark\J.JPG,gamma,1.183898846952496,contrast,1.310606490443357,sharpness,0.501998832929491,2,32_J_gamma1.2_contrast1.3_sharpness0.5.jpg,32,J,1.3,1.2,0.5,0.0,0.0
