Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
1,pictures\transformed\roomBright_figureDark\E.JPG,contrast,1.024977910386193,sharpness,0.6841249487370106,equalization,7.216338988045546,1,2_E_contrast1.0_sharpness0.68_equalization7.2.jpg,600,2,E,1.0,0,0.68,0,7.2
5,pictures\transformed\roomBright_figureDark\8.JPG,sharpness,0.3136051485398795,contrast,1.141323099590037,equalization,10.7975245166058,0,6_8_sharpness0.31_contrast1.1_equalization11.0.jpg,1800,6,8,1.1,0,0.31,0,11.0
6,pictures\transformed\roomBright_figureDark\2.JPG,contrast,1.123583864905848,sharpness,0.4283593827596035,None,None,2,7_2_contrast1.1_sharpness0.43.jpg,2100,7,2,1.1,0,0.43,0,0
7,pictures\transformed\roomBright_figureDark\T.JPG,gamma,0.7246655356270885,brightness,22.04148617650134,None,None,1,8_T_gamma0.72_brightness22.0.jpg,2400,8,T,0,0.72,0,22.0,0
13,pictures\transformed\roomBright_figureDark\E.JPG,sharpness,0.3145768389248981,contrast,1.161337282987168,None,None,2,14_E_sharpness0.31_contrast1.2.jpg,4200,14,E,1.2,0,0.31,0,0
16,pictures\transformed\roomBright_figureDark\B.JPG,sharpness,0.9340111468585243,brightness,16.89273621521717,contrast,0.8114334114110973,1,17_B_sharpness0.93_brightness17.0_contrast0.81.jpg,5100,17,B,0.81,0,0.93,17.0,0
17,pictures\transformed\roomBright_figureDark\0.JPG,brightness,21.5119236943246,sharpness,0.03707467607702963,contrast,0.8874590635219869,0,18_0_brightness22.0_sharpness0.037_contrast0.89.jpg,5400,18,0,0.89,0,0.037,22.0,0
31,pictures\transformed\roomBright_figureDark\B.JPG,contrast,0.9790309850816066,gamma,0.787025461716201,brightness,22.89443880098393,2,32_B_contrast0.98_gamma0.79_brightness23.0.jpg,9600,32,B,0.98,0.79,0,23.0,0
37,pictures\transformed\roomBright_figureDark\B.JPG,sharpness,0.7166941773506256,equalization,31.83053838183076,None,None,2,38_B_sharpness0.72_equalization32.0.jpg,11400,38,B,0,0,0.72,0,32.0
46,pictures\transformed\roomBright_figureDark\T.JPG,sharpness,0.05943313964114427,contrast,1.036041600820756,equalization,5.985916802754932,1,47_T_sharpness0.059_contrast1.0_equalization6.0.jpg,14100,47,T,1.0,0,0.059,0,6.0
