frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
1200,1342,2.013259657264292,3,pictures\transformed\roomBright_figureDark\8.JPG,brightness,26.28539553174141,contrast,1.044908333491704,None,None,0,4_8_brightness26.0_contrast1.0.jpg,4,8,1.0,0.0,0.0,26.0,0.0
1500,1734,1.5514236477851076,4,pictures\transformed\roomBright_figureDark\0.JPG,brightness,27.54303653310448,contrast,1.060756164376021,gamma,0.8308443924074057,0,5_0_brightness28.0_contrast1.1_gamma0.83.jpg,5,0,1.1,0.83,0.0,28.0,0.0
3900,4111,1.7256274669544538,12,pictures\transformed\roomBright_figureDark\C.JPG,sharpness,0.9890544782662026,equalization,5.939871294454307,None,None,1,13_C_sharpness0.99_equalization5.9.jpg,13,C,0.0,0.0,0.99,0.0,5.9
4200,4633,1.6366769764796258,13,pictures\transformed\roomBright_figureDark\E.JPG,gamma,0.9179689755967616,equalization,29.09987306616335,None,None,1,14_E_gamma0.92_equalization29.0.jpg,14,E,0.0,0.92,0.0,0.0,29.0
4500,4710,1.610793334546897,14,pictures\transformed\roomBright_figureDark\S.JPG,contrast,0.9379651012416692,sharpness,0.645340245724365,equalization,7.890783476510379,1,15_S_contrast0.94_sharpness0.65_equalization7.9.jpg,15,S,0.94,0.0,0.65,0.0,7.9
7800,7936,1.978547323997815,25,pictures\transformed\roomBright_figureDark\8.JPG,contrast,0.8160206448169908,gamma,1.022615361508695,None,None,2,26_8_contrast0.82_gamma1.0.jpg,26,8,0.82,1.0,0.0,0.0,0.0
12000,12134,2.130156191105631,39,pictures\transformed\roomBright_figureDark\7.JPG,gamma,0.8153622867529532,contrast,1.032102116456491,None,None,0,40_7_gamma0.82_contrast1.0.jpg,40,7,1.0,0.82,0.0,0.0,0.0
13200,13415,2.1768575989850376,43,pictures\transformed\roomBright_figureDark\9.JPG,gamma,0.6832817010097771,sharpness,0.758819455125786,equalization,10.7132560825885,2,44_9_gamma0.68_sharpness0.76_equalization11.0.jpg,44,9,0.0,0.68,0.76,0.0,11.0
13500,13649,1.6727834854282204,44,pictures\transformed\roomBright_figureDark\2.JPG,sharpness,0.7519305519312502,brightness,23.5753264815343,None,None,0,45_2_sharpness0.75_brightness24.0.jpg,45,2,0.0,0.0,0.75,24.0,0.0
13800,13953,1.6338827959399482,45,pictures\transformed\roomBright_figureDark\C.JPG,brightness,2.128358712911131,gamma,0.8799996434785236,contrast,1.085227013865503,1,46_C_brightness2.1_gamma0.88_contrast1.1.jpg,46,C,1.1,0.88,0.0,2.1,0.0
