Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
1,pictures\transformed\roomDark_figureBright\T.JPG,brightness,18.2093732217212,contrast,1.111186016176511,gamma,0.7713117591951084,2,2_T_brightness18.209_contrast1.111_gamma0.771.jpg,600,2,T,1.111,0.771,0,18.209,0
6,pictures\transformed\roomDark_figureBright\C.JPG,brightness,3.308535036490624,contrast,0.8416262155010723,gamma,0.6820527731153043,2,7_C_brightness3.309_contrast0.842_gamma0.682.jpg,2100,7,C,0.842,0.682,0,3.309,0
11,pictures\transformed\roomDark_figureBright\B.JPG,brightness,21.00976878859791,gamma,1.021842083928803,sharpness,0.9142547670753772,2,12_B_brightness21.01_gamma1.022_sharpness0.914.jpg,3600,12,B,0,1.022,0.914,21.01,0
13,pictures\transformed\roomDark_figureBright\3.JPG,contrast,1.047902407475761,sharpness,0.8306613642435785,equalization,19.25292473097046,0,14_3_contrast1.048_sharpness0.831_equalization19.253.jpg,4200,14,3,1.048,0,0.831,0,19.253
20,pictures\transformed\roomDark_figureBright\S.JPG,brightness,17.48314814119108,contrast,0.9532872710260165,gamma,0.9742023702993001,2,21_S_brightness17.483_contrast0.953_gamma0.974.jpg,6300,21,S,0.953,0.974,0,17.483,0
22,pictures\transformed\roomDark_figureBright\0.JPG,brightness,18.30216552722965,contrast,1.156851040056767,sharpness,0.2293077511017598,0,23_0_brightness18.302_contrast1.157_sharpness0.229.jpg,6900,23,0,1.157,0,0.229,18.302,0
26,pictures\transformed\roomDark_figureBright\0.JPG,contrast,1.025444712882239,gamma,0.7112912392626276,sharpness,0.1184724917334034,2,27_0_contrast1.025_gamma0.711_sharpness0.118.jpg,8100,27,0,1.025,0.711,0.118,0,0
27,pictures\transformed\roomDark_figureBright\0.JPG,gamma,1.057566323383919,sharpness,0.8134054985199488,equalization,15.41265205453926,0,28_0_gamma1.058_sharpness0.813_equalization15.413.jpg,8400,28,0,0,1.058,0.813,0,15.413
37,pictures\transformed\roomDark_figureBright\P.JPG,brightness,27.60692954794121,contrast,1.07388765643055,sharpness,0.4413844728521292,1,38_P_brightness27.607_contrast1.074_sharpness0.441.jpg,11400,38,P,1.074,0,0.441,27.607,0
39,pictures\transformed\roomDark_figureBright\S.JPG,gamma,0.6969632918174732,sharpness,0.3132121283032627,equalization,25.77740559076515,2,40_S_gamma0.697_sharpness0.313_equalization25.777.jpg,12000,40,S,0,0.697,0.313,0,25.777
