trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,FrontIsDigit_inferred,Skip_Task,Skip_Reason,task_start_frame_emr,task_end_frame_emr,diopter_baseline,diopter_onset_frame,diopter_peak_frame,diopter_peak_value,diopter_delta,baseline_frame_start,baseline_frame_end,miosis_frame_start,miosis_frame_end,pupil_left_baseline,pupil_right_baseline,pupil_both_baseline,pupil_left_miosis_mean,pupil_right_miosis_mean,pupil_both_miosis_mean,pupil_left_miosis_min,pupil_right_miosis_min,pupil_both_miosis_min,pupil_left_change_rate_mean,pupil_right_change_rate_mean,pupil_both_change_rate_mean,pupil_left_change_rate_min,pupil_right_change_rate_min,pupil_both_change_rate_min
S103_3_1,S103,3,1,F,filler,1,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\1_night_rain_busy.jpg,,,,,,,M_3_26_F_filler_1_night_rain_busy_ORIG.jpg,Ignore,2026-01-08T18:48:26.201,1767865706.201372,0.0,0,0,,,F,1,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_3_2,S103,3,2,4,unmatch,1,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\1_night_rain_busy.jpg,brightness,45.47,,,,,M_3_21_4_unmatch_1_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-08T18:48:28.790,1767865708.7905464,2.589174509048462,155,311,2026-01-08T18:48:29.937,1.146719455718994,4,1,b,1,Correct Rejection,正解(不一致),True,False,,311.0,610.0,0.0,380.0,412.0,2.8611239066930274,2.8611239066930274,370.0,379.0,472.0,481.0,5.2729,4.9094999999999995,5.0912,4.6492,4.288600000000001,4.4689,4.589,4.262,4.4415,0.11828405621195158,0.1264690905387512,0.12223051539912007,0.129700923590434,0.1318871575516855,0.12761235072281588
S103_3_3,S103,3,3,J,filler,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,brightness,35.62,,,,,M_3_24_J_filler_4_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T18:48:31.372,1767865711.3726122,5.171240329742432,310,621,,,J,4,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_3_4,S103,3,4,G,filler,0,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_3_4_G_filler_0_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-08T18:48:33.966,1767865713.9668322,7.765460252761841,466,932,,,G,0,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_3_5,S103,3,5,J,filler,5,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_3_40_J_filler_5_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-08T18:48:36.556,1767865716.5566945,10.355322360992432,621,1243,,,J,5,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_3_6,S103,3,6,7,match,7,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,,,,,,,M_3_39_7_match_7_night_sun_empty_ORIG.jpg,Match,2026-01-08T18:48:39.146,1767865719.1463237,12.94495177268982,777,1553,2026-01-08T18:48:40.340,1.1945805549621582,7,7,t,1,Hit,正解(一致),True,False,,1553.0,1852.0,0.0,1629.0,1672.0,2.7075103629959143,2.7075103629959143,1619.0,1628.0,1732.0,1741.0,5.6327,5.210699999999999,5.4217,5.786099999999999,5.252299999999999,5.5192,5.735,5.169,5.4575,-0.027233831022422557,-0.007983572264762866,-0.01798328937418139,-0.018161805173362775,0.008002763544245424,-0.006603094970212141
S103_3_7,S103,3,7,S,filler,4,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,,,,,,,M_3_11_S_filler_4_night_sun_busy_ORIG.jpg,Ignore,2026-01-08T18:48:41.733,1767865721.7338605,15.532488584518433,932,1864,,,S,4,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_3_8,S103,3,8,A,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\0_night_rain_busy.jpg,brightness,45.47,,,,,M_3_1_A_filler_0_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T18:48:44.358,1767865724.358941,18.15756916999817,1089,2179,,,A,0,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_3_9,S103,3,9,C,filler,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,,,,,,,M_3_2_C_filler_3_night_sun_busy_ORIG.jpg,Ignore,2026-01-08T18:48:46.943,1767865726.9432392,20.741867303848267,1245,2489,,,C,3,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_3_10,S103,3,10,1,match,1,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\1_night_sun_empty.jpg,,,,,,,M_3_34_1_match_1_night_sun_empty_ORIG.jpg,Match,2026-01-08T18:48:49.546,1767865729.546981,23.345609188079838,1401,2801,2026-01-08T18:48:50.668,1.1210768222808838,1,1,b,0,Miss,ミス(見逃し),True,False,,2801.0,3100.0,0.0,2852.0,2899.0,2.8800599052460294,2.8800599052460294,2842.0,2851.0,2959.0,2968.0,5.8773,5.4957,5.6865000000000006,5.856299999999999,5.415900000000001,5.6361,5.808,5.309,5.5685,0.003573069266500059,0.01452044325563616,0.008863096808230135,0.01179112857944977,0.03397201448405118,0.020750901257363986
