,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,2400,2604,3.5019923041511554,7,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.6835544960748711,equalization,21.86748111133943,None,None,1,8_S_sharpness0.68_equalization22.0.jpg,8,S,0.0,0.0,0.68,0.0,22.0
1,2700,2943,3.425059378564995,8,pictures\transformed\roomBright_figureDark\7.JPG,contrast,1.14925831931234,equalization,21.31843964675693,None,None,0,9_7_contrast1.1_equalization21.0.jpg,9,7,1.1,0.0,0.0,0.0,21.0
2,3600,3827,3.4365236483802,11,pictures\transformed\roomBright_figureDark\P.JPG,contrast,0.940046293502496,gamma,0.7898953153317456,None,None,2,12_P_contrast0.94_gamma0.79.jpg,12,P,0.94,0.79,0.0,0.0,0.0
3,4200,4403,3.447232881957771,13,pictures\transformed\roomBright_figureDark\0.JPG,gamma,0.6504110843843228,contrast,1.020212569022411,equalization,24.54467276231376,0,14_0_gamma0.65_contrast1.0_equalization25.0.jpg,14,0,1.0,0.65,0.0,0.0,25.0
4,5700,5887,3.26675959135723,18,pictures\transformed\roomBright_figureDark\P.JPG,contrast,0.9441235876875236,gamma,1.025592983365523,None,None,1,19_P_contrast0.94_gamma1.0.jpg,19,P,0.94,1.0,0.0,0.0,0.0
5,6900,7106,3.3206954178067396,22,pictures\transformed\roomBright_figureDark\7.JPG,brightness,28.60104937150087,gamma,0.9759486530786378,sharpness,0.9950621066000095,2,23_7_brightness29.0_gamma0.98_sharpness1.0.jpg,23,7,0.0,0.98,1.0,29.0,0.0
6,7800,8013,3.3544131232458905,25,pictures\transformed\roomBright_figureDark\Q.JPG,sharpness,0.8919540070910567,contrast,0.9565588753034058,equalization,28.80017951046268,2,26_Q_sharpness0.89_contrast0.96_equalization29.0.jpg,26,Q,0.96,0.0,0.89,0.0,29.0
7,9600,9839,3.502740564951771,31,pictures\transformed\roomBright_figureDark\I.JPG,brightness,29.13616555208361,gamma,0.6358818128397628,contrast,1.080917923554763,1,32_I_brightness29.0_gamma0.64_contrast1.1.jpg,32,I,1.1,0.64,0.0,29.0,0.0
8,10500,10713,3.212245169392907,34,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.914146305121944,sharpness,0.5839543188179994,None,None,1,35_I_gamma0.91_sharpness0.58.jpg,35,I,0.0,0.91,0.58,0.0,0.0
9,11700,11969,3.3131700302867557,38,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.9821731462028538,brightness,13.66309758753502,contrast,1.167965167239604,2,39_8_gamma0.98_brightness14.0_contrast1.2.jpg,39,8,1.2,0.98,0.0,14.0,0.0
10,13800,14017,3.1902939399038766,45,pictures\transformed\roomBright_figureDark\1.JPG,gamma,0.7396436685033575,sharpness,0.5522932718499822,brightness,5.552513359946497,0,46_1_gamma0.74_sharpness0.55_brightness5.6.jpg,46,1,0.0,0.74,0.55,5.6,0.0
