trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S03_1_1,S03,1,1,B,filler,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\3_day_rain_busy.jpg,,,,,,,M_1_15_B_filler_3_day_rain_busy_ORIG.jpg,Ignore,2026-01-08T16:43:49.489,1767858229.489591,0.0,0,0,,,B,3,,1,Correct Rejection,正解(スルー成功),0,4.396,4.402,4.399,836.366,1.1956487949055796,4.3915,4.3870000000000005,4.3892500000000005,847.5751666666666,0.0,,
S03_1_2,S03,1,2,7,match,7,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\7_day_sun_busy.jpg,brightness,45.47,,,,,M_1_6_7_match_7_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Match,2026-01-08T16:43:53.343,1767858233.3430014,3.853410482406616,231,462,2026-01-08T16:43:55.243,1.900179386138916,7,7,t,1,Hit,正解(一致),462,3.6,3.322,3.4610000000000003,803.769,1.2441385522457322,3.5842,3.3216,3.4529,799.5668,0.0,,
S03_1_3,S03,1,3,G,filler,9,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,brightness,40.55,,,,,M_1_7_G_filler_9_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-08T16:43:57.199,1767858237.1993642,7.709773302078247,463,925,,,G,9,,1,Correct Rejection,正解(スルー成功),925,3.747,3.533,3.6399999999999997,936.53,1.0677714541979435,3.7488,3.6006,3.6747,931.3495999999999,0.0,3.9228881245446443,1000.0
S03_1_4,S03,1,4,U,filler,0,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\0_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_1_30_U_filler_0_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-08T16:44:01.042,1767858241.0426404,11.553049564361572,693,1386,,,U,0,,1,Correct Rejection,正解(スルー成功),1386,3.834,3.638,3.7359999999999998,843.962,1.1848874712368567,3.8451999999999997,3.6386000000000003,3.7419000000000002,864.4957999999999,0.0,1.8700595629128494,1559.0
S03_1_5,S03,1,5,4,unmatch,8,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_1_44_4_unmatch_8_day_rain_busy_ORIG.jpg,Mismatch,2026-01-08T16:44:04.887,1767858244.8870468,15.39745593070984,924,1848,2026-01-08T16:44:06.941,2.05408263206482,4,8,b,1,Correct Rejection,正解(不一致),1848,3.382,3.268,3.325,701.496,1.4255248782601755,3.386,3.2729999999999997,3.3295,719.75,0.0,2.1598530825903577,2011.0
S03_1_6,S03,1,6,S,filler,5,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\5_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_1_3_S_filler_5_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Ignore,2026-01-08T16:44:08.726,1767858248.7267237,19.237132787704468,1154,2308,,,S,5,,1,Correct Rejection,正解(スルー成功),2308,3.837,3.65,3.7435,953.93,1.0482949482666444,3.8619999999999997,3.6485999999999996,3.7552999999999996,963.7861999999999,0.0,,
S03_1_7,S03,1,7,J,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\2_day_rain_empty.jpg,brightness,35.62,,,,,M_1_29_J_filler_2_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T16:44:12.591,1767858252.5915003,23.10190963745117,1386,2772,,,J,2,,1,Correct Rejection,正解(スルー成功),2772,3.875,3.727,3.801,796.873,1.2549051103500808,3.9036,3.781,3.8423,801.333,0.0,1.5056973657425115,2992.0
S03_1_8,S03,1,8,B,filler,3,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\3_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_1_19_B_filler_3_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Ignore,2026-01-08T16:44:16.442,1767858256.4426095,26.95301866531372,1617,3234,,,B,3,,1,Correct Rejection,正解(スルー成功),3234,3.664,3.486,3.575,751.547,1.330588772225822,3.66,3.5072,3.5836,768.8678,0.0,,
S03_1_9,S03,1,9,1,unmatch,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_1_37_1_unmatch_3_day_sun_empty_ORIG.jpg,Mismatch,2026-01-08T16:44:20.300,1767858260.300856,30.81126499176025,1849,3697,2026-01-08T16:44:22.244,1.9440934658050537,1,3,b,1,Correct Rejection,正解(不一致),3697,3.556,3.236,3.396,822.329,1.2160582929703319,3.5423999999999998,3.2142000000000004,3.3783000000000003,857.3727999999999,0.0,,
S03_1_10,S03,1,10,J,filler,7,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\7_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_1_21_J_filler_7_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-08T16:44:24.168,1767858264.1683078,34.67871689796448,2081,4161,,,J,7,,1,Correct Rejection,正解(スルー成功),4161,3.547,3.176,3.3615000000000004,822.577,1.2156916616924616,3.5869999999999997,3.2148000000000003,3.4009,841.5655999999999,0.0,,
