trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,FrontIsDigit_inferred,Skip_Task,Skip_Reason,task_start_frame_emr,task_end_frame_emr,diopter_baseline,diopter_onset_frame,diopter_peak_frame,diopter_peak_value,diopter_delta,diopter_descent_frame,baseline_frame_start,baseline_frame_end,miosis_frame_start,miosis_frame_end,pupil_left_baseline,pupil_right_baseline,pupil_both_baseline,pupil_left_miosis_mean,pupil_right_miosis_mean,pupil_both_miosis_mean,pupil_left_miosis_min,pupil_right_miosis_min,pupil_both_miosis_min,pupil_left_miosis_min_frame,pupil_right_miosis_min_frame,pupil_both_miosis_min_frame,pupil_left_change_rate_mean,pupil_right_change_rate_mean,pupil_both_change_rate_mean,pupil_left_change_rate_min,pupil_right_change_rate_min,pupil_both_change_rate_min,BL_stim120_frame_start,BL_stim120_frame_end,BL_stim120_pupil_both,BL_stim120_change_rate_mean,BL_stim120_change_rate_min,BL_onset120_frame_start,BL_onset120_frame_end,BL_onset120_pupil_both,BL_onset120_change_rate_mean,BL_onset120_change_rate_min,BL_stim_to_onset_frame_start,BL_stim_to_onset_frame_end,BL_stim_to_onset_pupil_both,BL_stim_to_onset_change_rate_mean,BL_stim_to_onset_change_rate_min
S103_2_1,S103,2,1,D,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,brightness,46.88,,,,,M_2_17_D_filler_6_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-08T18:45:54.825,1767865554.8255146,0.0,0,0,,,D,6,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_2_2,S103,2,2,L,filler,2,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,,,,,,,M_2_24_L_filler_2_night_rain_busy_ORIG.jpg,Ignore,2026-01-08T18:45:57.427,1767865557.427868,2.60235333442688,156,312,,,L,2,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_2_3,S103,2,3,3,match,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,,,,,,,M_2_36_3_match_3_night_sun_busy_ORIG.jpg,Match,2026-01-08T18:46:00.016,1767865560.0164642,5.1909496784210205,311,623,2026-01-08T18:46:01.194,1.1785247325897217,3,3,t,1,Hit,正解(一致),True,False,,623.0,922.0,0.0,677.0,705.0,3.0099787239815514,3.0099787239815514,827.0,503.0,622.0,677.0,827.0,5.587617916666667,5.417626666666666,5.502622291666667,5.587901324503312,5.297690286975718,5.442795805739515,5.3494,4.993,5.2173,737.0,761.0,736.0,-5.0720690081472545e-05,0.022138177299828966,0.010872359169146499,0.0426331793296234,0.07837872426302277,0.05185205826297909,623.0,742.0,5.5046888888888885,0.011243702305193518,0.05220801659998947,557.0,676.0,5.547621041666667,0.01889552929802483,0.059542827310249916,623.0,676.0,5.610142283950618,0.029829275219960885,0.07002358658076352
S103_2_4,S103,2,4,S,filler,0,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\0_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_2_8_S_filler_0_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-08T18:46:02.605,1767865562.605615,7.780100345611572,467,934,,,S,0,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_2_5,S103,2,5,0,unmatch,2,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_2_19_0_unmatch_2_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Mismatch,2026-01-08T18:46:05.202,1767865565.2027862,10.37727165222168,623,1245,2026-01-08T18:46:06.283,1.08103346824646,0,2,b,1,Correct Rejection,正解(不一致),True,False,,1245.0,1544.0,0.0,1308.0,1322.0,2.961582124590901,2.961582124590901,1458.0,1125.0,1244.0,1308.0,1458.0,4.812413333333334,4.5986424999999995,4.705527916666667,4.955454966887417,4.589412803532008,4.772433885209713,4.7652,4.3242,4.5779499999999995,1379.0,1360.0,1380.0,-0.02972347212225117,0.002007048051243647,-0.014218589226953576,0.009810739448814361,0.05967902484265722,0.02711234933168604,1245.0,1364.0,4.844672222222223,0.014910882243210794,0.0550547508660719,1188.0,1307.0,4.758904722222223,-0.0028429152876951703,0.038024447385390056,1245.0,1307.0,4.855686772486774,0.017145440218423267,0.057198247230542634
S103_2_6,S103,2,6,G,filler,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,,,,,,,M_2_10_G_filler_5_night_rain_empty_ORIG.jpg,Ignore,2026-01-08T18:46:07.789,1767865567.7894447,12.963930130004885,778,1556,,,G,5,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_2_7,S103,2,7,B,filler,1,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\1_night_rain_busy.jpg,brightness,45.47,,,,,M_2_29_B_filler_1_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T18:46:10.377,1767865570.377984,15.552469491958618,933,1866,,,B,1,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_2_8,S103,2,8,9,unmatch,4,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,,,,,,,M_2_43_9_unmatch_4_night_rain_busy_ORIG.jpg,Mismatch,2026-01-08T18:46:12.965,1767865572.9655747,18.14006018638611,1088,2177,2026-01-08T18:46:14.080,1.1145281791687012,9,4,b,1,Correct Rejection,正解(不一致),True,False,,2177.0,2476.0,0.0,2230.0,2257.0,2.7799848807927523,2.7799848807927523,2380.0,2057.0,2176.0,2230.0,2380.0,5.441493333333333,5.286937500000001,5.364215416666667,5.390538410596027,5.00727637969095,5.198907395143487,5.181800000000001,4.6735999999999995,4.9381,2301.0,2305.0,2302.0,0.009364143189364574,0.05289661932055211,0.030816812652520734,0.0477246442153132,0.11600997742076613,0.07943667126840623,2177.0,2296.0,5.237063055555555,0.007285698111194549,0.057086014123585924,2110.0,2229.0,5.312367916666667,0.02135780565333524,0.07045218300721673,2177.0,2229.0,5.315579245283018,0.0219490378669577,0.07101375557856439
S103_2_9,S103,2,9,J,filler,5,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\5_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_2_3_J_filler_5_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-08T18:46:15.587,1767865575.5876336,20.76211905479431,1246,2491,,,J,5,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S103_2_10,S103,2,10,E,filler,0,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\0_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_2_5_E_filler_0_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-08T18:46:18.191,1767865578.191368,23.365853548049927,1402,2804,,,E,0,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
