trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,FrontIsDigit_inferred,Skip_Task,Skip_Reason,task_start_frame_emr,task_end_frame_emr,diopter_baseline,diopter_onset_frame,diopter_peak_frame,diopter_peak_value,diopter_delta,baseline_frame_start,baseline_frame_end,miosis_frame_start,miosis_frame_end,pupil_left_baseline,pupil_right_baseline,pupil_both_baseline,pupil_left_miosis_mean,pupil_right_miosis_mean,pupil_both_miosis_mean,pupil_left_miosis_min,pupil_right_miosis_min,pupil_both_miosis_min,pupil_left_change_rate_mean,pupil_right_change_rate_mean,pupil_both_change_rate_mean,pupil_left_change_rate_min,pupil_right_change_rate_min,pupil_both_change_rate_min
S101_0_1,S101,0,1,E,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\6_night_rain_empty.jpg,brightness,35.62,,,,,M_0_25_E_filler_6_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T12:08:33.128,1767841713.1280398,0.0,0,0,,,E,6,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S101_0_2,S101,0,2,4,match,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,brightness,43.12,,,,,M_0_40_4_match_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Match,2026-01-08T12:08:35.757,1767841715.7577372,2.629697322845459,158,316,2026-01-08T12:08:37.423,1.6653127670288086,4,4,t,1,Hit,正解(一致),True,False,,316.0,615.0,0.0,375.0,385.0,1.9183548518501368,1.9183548518501368,365.0,374.0,445.0,454.0,3.79876,3.77231,3.7855350000000003,2.9007199999999997,3.04759,2.9741549999999997,2.8956,3.0127,2.95675,0.23640345797049572,0.19211570629137054,0.21433694312692939,0.23775126620265563,0.20136468105749525,0.21893470803994686
S101_0_3,S101,0,3,R,filler,2,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\2_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_14_R_filler_2_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-08T12:08:38.378,1767841718.3784904,5.250450611114502,315,630,,,R,2,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S101_0_4,S101,0,4,F,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,brightness,35.62,,,,,M_0_31_F_filler_2_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T12:08:40.967,1767841720.9672155,7.839175701141357,470,941,,,F,2,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S101_0_5,S101,0,5,T,filler,2,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,,,,,,,M_0_41_T_filler_2_night_sun_empty_ORIG.jpg,Ignore,2026-01-08T12:08:43.559,1767841723.559321,10.431281089782717,626,1252,,,T,2,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S101_0_6,S101,0,6,2,unmatch,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\5_night_sun_busy.jpg,,,,,,,M_0_19_2_unmatch_5_night_sun_busy_ORIG.jpg,Mismatch,2026-01-08T12:08:46.149,1767841726.1491497,13.021109819412231,781,1563,2026-01-08T12:08:47.951,1.8022384643554688,2,5,b,1,Correct Rejection,正解(不一致),True,False,,1563.0,1862.0,0.0,1620.0,1626.0,2.208092902702897,2.208092902702897,1610.0,1619.0,1686.0,1695.0,3.9963500000000005,3.9811799999999993,3.988765,3.2275599999999995,3.2066600000000003,3.2171100000000004,3.2237999999999998,3.1906,3.2087999999999997,0.19237304039936465,0.19454533580496214,0.19345712269336487,0.1933138989327763,0.1985793156802756,0.19554047430721044
S101_0_7,S101,0,7,I,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,brightness,46.88,,,,,M_0_13_I_filler_0_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-08T12:08:48.736,1767841728.7368538,15.608814001083374,937,1873,,,I,0,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S101_0_8,S101,0,8,A,filler,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_43_A_filler_4_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-08T12:08:51.343,1767841731.3430326,18.21499276161194,1093,2186,,,A,4,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S101_0_9,S101,0,9,P,filler,1,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\1_night_rain_empty.jpg,,,,,,,M_0_32_P_filler_1_night_rain_empty_ORIG.jpg,Ignore,2026-01-08T12:08:53.930,1767841733.9305892,20.802549362182617,1248,2496,,,P,1,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S101_0_10,S101,0,10,F,filler,9,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\9_night_rain_busy.jpg,brightness,45.47,,,,,M_0_16_F_filler_9_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T12:08:56.535,1767841736.535718,23.40767812728882,1404,2809,,,F,9,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
