trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,Is_Alphabet_Trial,Back_Image_Source,Back_Image_Path,Back_Image_Name_Used
S113_4_1,S113,4,1,C,filler,8,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,,,,,,,M_4_46_C_filler_8_night_rain_empty_ORIG.jpg,Ignore,2026-01-12T13:33:29.542,1768192409.542594,0.0,0,0,,,C,8,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S113_4_2,S113,4,2,G,filler,9,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\9_night_sun_busy.jpg,brightness,43.12,,,,,M_4_15_G_filler_9_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-12T13:33:32.145,1768192412.1456814,2.6030874252319336,156,312,,,G,9,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S113_4_3,S113,4,3,6,match,6,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\6_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_4_38_6_match_6_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Match,2026-01-12T13:33:34.745,1768192414.7450383,5.202444314956665,312,624,2026-01-12T13:33:35.686,0.9418644905090332,6,6,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S113\4\M_4_38_6_match_6_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,M_4_38_6_match_6_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg
S113_4_4,S113,4,4,B,filler,6,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,,,,,,,M_4_20_B_filler_6_night_sun_empty_ORIG.jpg,Ignore,2026-01-12T13:33:37.348,1768192417.3482795,7.805685520172119,468,937,,,B,6,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S113_4_5,S113,4,5,P,filler,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,,,,,,,M_4_44_P_filler_3_night_rain_busy_ORIG.jpg,Ignore,2026-01-12T13:33:39.952,1768192419.9525135,10.409919500350952,625,1249,,,P,3,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S113_4_6,S113,4,6,4,match,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_4_9_4_match_4_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Match,2026-01-12T13:33:42.542,1768192422.5420234,12.99942946434021,780,1560,2026-01-12T13:33:43.498,0.9566953182220459,4,4,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S113\4\M_4_9_4_match_4_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,M_4_9_4_match_4_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg
S113_4_7,S113,4,7,U,filler,4,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\4_night_sun_empty.jpg,,,,,,,M_4_10_U_filler_4_night_sun_empty_ORIG.jpg,Ignore,2026-01-12T13:33:45.145,1768192425.145702,15.603107929229736,936,1872,,,U,4,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S113_4_8,S113,4,8,E,filler,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,brightness,43.12,,,,,M_4_1_E_filler_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-12T13:33:47.733,1768192427.733271,18.19067692756653,1091,2183,,,E,4,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S113_4_9,S113,4,9,T,filler,7,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,,,,,,,M_4_33_T_filler_7_night_rain_busy_ORIG.jpg,Ignore,2026-01-12T13:33:50.339,1768192430.339316,20.796721935272217,1248,2496,,,T,7,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S113_4_10,S113,4,10,6,unmatch,2,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,brightness,46.88,,,,,M_4_32_6_unmatch_2_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Mismatch,2026-01-12T13:33:52.944,1768192432.9444666,23.401872634887695,1404,2808,2026-01-12T13:33:53.859,0.9149830341339111,6,2,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S113\4\M_4_32_6_unmatch_2_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,M_4_32_6_unmatch_2_night_sun_empty_BRIGHTONLY_brightness46.880.jpg
