trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S104_5_1,S104,5,1,4,match,4,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,,,,,,,M_5_7_4_match_4_night_rain_empty_ORIG.jpg,Match,2026-01-09T12:49:55.125,1767930595.1254003,0.0,0,0,2026-01-09T12:49:56.838,1.7130706310272217,4,4,t,1,Hit,正解(一致)
S104_5_2,S104,5,2,S,filler,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\5_night_sun_busy.jpg,,,,,,,M_5_4_S_filler_5_night_sun_busy_ORIG.jpg,Ignore,2026-01-09T12:49:57.718,1767930597.7183156,2.5929152965545654,156,311,,,S,5,None,1,Correct Rejection,正解(スルー成功)
S104_5_3,S104,5,3,9,unmatch,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\4_night_sun_empty.jpg,brightness,46.88,,,,,M_5_18_9_unmatch_4_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Mismatch,2026-01-09T12:50:00.308,1767930600.3089614,5.183561086654663,311,622,2026-01-09T12:50:01.677,1.3689179420471191,9,4,b,1,Correct Rejection,正解(不一致)
S104_5_4,S104,5,4,F,filler,5,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_5_12_F_filler_5_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-09T12:50:02.912,1767930602.9126325,7.787232160568237,467,934,,,F,5,None,1,Correct Rejection,正解(スルー成功)
S104_5_5,S104,5,5,6,unmatch,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,brightness,43.12,,,,,M_5_35_6_unmatch_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Mismatch,2026-01-09T12:50:05.516,1767930605.5168169,10.391416549682617,623,1247,2026-01-09T12:50:06.721,1.2050914764404297,6,4,b,1,Correct Rejection,正解(不一致)
S104_5_6,S104,5,6,L,filler,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,,,,,,,M_5_36_L_filler_5_night_rain_busy_ORIG.jpg,Ignore,2026-01-09T12:50:08.108,1767930608.108502,12.983101606369019,779,1558,,,L,5,None,1,Correct Rejection,正解(スルー成功)
S104_5_7,S104,5,7,0,unmatch,6,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_5_11_0_unmatch_6_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Mismatch,2026-01-09T12:50:10.694,1767930610.6949487,15.56954836845398,934,1868,2026-01-09T12:50:11.936,1.2418112754821777,0,6,b,1,Correct Rejection,正解(不一致)
S104_5_8,S104,5,8,P,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,brightness,46.88,,,,,M_5_38_P_filler_7_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-09T12:50:13.290,1767930613.2907288,18.16532850265503,1090,2180,,,P,7,None,1,Correct Rejection,正解(スルー成功)
S104_5_9,S104,5,9,2,unmatch,8,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,,,,,,,M_5_33_2_unmatch_8_night_rain_busy_ORIG.jpg,Mismatch,2026-01-09T12:50:15.925,1767930615.9250002,20.79959988594055,1248,2496,2026-01-09T12:50:17.148,1.2239441871643066,2,8,b,1,Correct Rejection,正解(不一致)
S104_5_10,S104,5,10,F,filler,3,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_5_34_F_filler_3_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-09T12:50:18.514,1767930618.5142436,23.388843297958374,1403,2807,,,F,3,None,1,Correct Rejection,正解(スルー成功)
