trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S20_3_1,S20,3,1,C,filler,7,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\7_day_sun_empty.jpg,,,,,,,M_3_45_C_filler_7_day_sun_empty_ORIG.jpg,Ignore,2026-01-08T17:38:15.823,1767861495.8231802,0.0,0,0,,,C,7,None,1,Correct Rejection,正解(スルー成功),0,4.239,4.201,4.22,2506.707,0.3989297512633108,4.2330000000000005,4.20325,4.218125000000001,2495.63075,0.0,,
S20_3_2,S20,3,2,8,unmatch,6,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\6_day_sun_busy.jpg,brightness,45.47,,,,,M_3_36_8_unmatch_6_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-08T17:38:19.676,1767861499.6765933,3.8534131050109854,231,462,2026-01-08T17:38:21.353,1.6764962673187256,8,6,b,1,Correct Rejection,正解(不一致),462,3.438,3.084,3.261,5638.043,0.17736650820151603,3.467,3.0743,3.27065,4236.0296,0.0,3.88780600779855,571.0
S20_3_3,S20,3,3,S,filler,0,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\0_day_rain_empty.jpg,,,,,,,M_3_15_S_filler_0_day_rain_empty_ORIG.jpg,Ignore,2026-01-08T17:38:23.519,1767861503.5190418,7.695861577987671,462,924,,,S,0,None,1,Correct Rejection,正解(スルー成功),924,3.674,3.317,3.4955,4332.757,0.230799927159543,3.6980000000000004,3.3328,3.5154000000000005,4646.9484,0.0,,
S20_3_4,S20,3,4,U,filler,9,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\9_day_sun_busy.jpg,brightness,45.47,,,,,M_3_23_U_filler_9_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T17:38:27.381,1767861507.3812065,11.55802607536316,693,1387,,,U,9,None,1,Correct Rejection,正解(スルー成功),1387,3.871,3.604,3.7375,10639.307,0.09399108419373554,3.8682000000000003,3.5948,3.7315000000000005,9265.47,0.0,,
S20_3_5,S20,3,5,7,match,7,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\7_day_sun_empty.jpg,brightness,40.55,,,,,M_3_20_7_match_7_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Match,2026-01-08T17:38:31.213,1767861511.2133834,15.39020323753357,923,1847,2026-01-08T17:38:32.665,1.4520459175109863,7,7,t,1,Hit,正解(一致),1847,3.639,3.237,3.4379999999999997,5050.733,0.19799106387132323,3.6438,3.4146,3.5292000000000003,4828.4436000000005,0.0,3.376265471797592,1952.0
S20_3_6,S20,3,6,J,filler,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_3_28_J_filler_3_day_sun_empty_ORIG.jpg,Ignore,2026-01-08T17:38:35.051,1767861515.0518708,19.22869062423706,1154,2307,,,J,3,None,1,Correct Rejection,正解(スルー成功),2307,3.806,3.481,3.6435,8007.499,0.12488293785612711,3.8388,3.4768,3.6578,5275.029199999999,0.0,,
S20_3_7,S20,3,7,Q,filler,2,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\2_day_rain_empty.jpg,,,,,,,M_3_18_Q_filler_2_day_rain_empty_ORIG.jpg,Ignore,2026-01-08T17:38:38.900,1767861518.900144,23.0769636631012,1385,2769,,,Q,2,None,1,Correct Rejection,正解(スルー成功),2769,3.871,3.411,3.641,11012.472,0.09080613326417539,3.8624,3.3560000000000003,3.6092000000000004,11026.3358,0.0,,
S20_3_8,S20,3,8,9,match,9,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\9_day_sun_busy.jpg,brightness,45.47,,,,,M_3_3_9_match_9_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Match,2026-01-08T17:38:42.744,1767861522.7440488,26.92086863517761,1615,3231,2026-01-08T17:38:44.308,1.5643572807312012,9,9,t,1,Hit,正解(一致),3231,3.508,3.168,3.338,6706.999,0.1490979795881884,3.5142,3.1729999999999996,3.3436,5409.8632,0.0,3.8830414206316646,3345.0
S20_3_9,S20,3,9,G,filler,5,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\5_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_3_35_G_filler_5_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Ignore,2026-01-08T17:38:46.591,1767861526.5915377,30.768357515335083,1846,3692,,,G,5,None,1,Correct Rejection,正解(スルー成功),3692,3.87,3.6,3.7350000000000003,4714.827,0.21209685954542976,3.8665999999999996,3.5803000000000003,3.7234499999999997,4541.4136,0.0,,
S20_3_10,S20,3,10,D,filler,5,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\5_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_3_29_D_filler_5_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-08T17:38:50.431,1767861530.4311602,34.60798001289368,2076,4153,,,D,5,None,1,Correct Rejection,正解(スルー成功),4153,3.802,3.472,3.637,11597.196,0.08622773987781185,3.7741999999999996,3.4671999999999996,3.6206999999999994,11528.8426,0.0,,
